,frame,x,y,z,bodypart
47,2.0,0.002492607105523348,-0.327965646982193,-0.028947502374649048,index1
48,2.0,7.184455171227455e-05,-0.30927640199661255,-0.007937664166092873,index2
49,2.0,-0.015116937458515167,-0.28767791390419006,-0.009412345476448536,index3
50,2.0,-0.025837942957878113,-0.2721089720726013,-0.014078488573431969,index4
51,2.0,0.01701842062175274,-0.313978374004364,-0.02471657283604145,middle1
52,2.0,0.01828811876475811,-0.2968448996543884,-0.005616355687379837,middle2
53,2.0,0.0001592098269611597,-0.27180469036102295,-0.008962185122072697,middle3
54,2.0,-0.011728120967745781,-0.2557671070098877,-0.013525196351110935,middle4
55,2.0,0.03478377312421799,-0.307354599237442,-0.03144156187772751,ring1
56,2.0,0.0397375151515007,-0.29583555459976196,-0.011619477532804012,ring2
57,2.0,0.022716719657182693,-0.27248603105545044,-0.009749401360750198,ring3
58,2.0,0.011278955265879631,-0.2589161992073059,-0.01235771644860506,ring4
59,2.0,0.05396966263651848,-0.3039320707321167,-0.042784690856933594,little1
60,2.0,0.05934296175837517,-0.29753822088241577,-0.029784325510263443,little2
61,2.0,0.05006573721766472,-0.28225353360176086,-0.015668632462620735,little3
62,2.0,0.03966493532061577,-0.2729109823703766,-0.01247787568718195,little4
63,3.0,,,,elbow
64,3.0,0.07159684598445892,-0.38332101702690125,-0.06675230711698532,wrist
65,3.0,-0.00879480130970478,-0.36469393968582153,-0.06683000922203064,thumb1
66,3.0,-0.028789326548576355,-0.3389398753643036,-0.0691276490688324,thumb2
67,3.0,-0.031686000525951385,-0.3139926791191101,-0.07432591915130615,thumb3
68,3.0,0.005999966524541378,-0.33214956521987915,-0.027158459648489952,index1
69,3.0,-0.0034831645898520947,-0.3058132529258728,-0.00961340218782425,index2
70,3.0,-0.017011018469929695,-0.28569212555885315,-0.010563753545284271,index3
71,3.0,-0.027192307636141777,-0.27034491300582886,-0.014954332262277603,index4
72,3.0,0.024103568866848946,-0.3208880126476288,-0.026198865845799446,middle1
73,3.0,0.014456226490437984,-0.29325053095817566,-0.006465213838964701,middle2
74,3.0,-0.0016567116836085916,-0.2695768475532532,-0.009859555400907993,middle3
75,3.0,-0.0126057593151927,-0.25425827503204346,-0.014225413091480732,middle4
76,3.0,0.04286118596792221,-0.3159191310405731,-0.034045953303575516,ring1
77,3.0,0.0368829108774662,-0.29368647933006287,-0.011638409458100796,ring2
78,3.0,0.021393029019236565,-0.2714046537876129,-0.01037252601236105,ring3
79,3.0,0.010776961222290993,-0.2583198845386505,-0.013032407499849796,ring4
80,3.0,0.06196075305342674,-0.31210193037986755,-0.047612570226192474,little1
81,3.0,0.05751233920454979,-0.29697051644325256,-0.03007504902780056,little2
82,3.0,0.04950382933020592,-0.28250396251678467,-0.015881303697824478,little3
83,3.0,0.039107177406549454,-0.27321815490722656,-0.013147575780749321,little4
84,4.0,,,,elbow
85,4.0,0.05912600830197334,-0.3756541907787323,-0.07402893155813217,wrist
86,4.0,-0.015827838331460953,-0.3645074963569641,-0.06812657415866852,thumb1
87,4.0,-0.03073534555733204,-0.3376970887184143,-0.07175272703170776,thumb2
88,4.0,-0.032450295984745026,-0.31312641501426697,-0.07759279012680054,thumb3
89,4.0,0.008314604870975018,-0.3349023759365082,-0.025946076959371567,index1
90,4.0,-0.005801166407763958,-0.3035244345664978,-0.010725573636591434,index2
91,4.0,-0.01826178841292858,-0.28438910841941833,-0.011312486603856087,index3
92,4.0,-0.028090117499232292,-0.26918306946754456,-0.015532930381596088,index4
93,4.0,0.0287688747048378,-0.32545897364616394,-0.02716812491416931,middle1
94,4.0,0.01193272415548563,-0.29086118936538696,-0.007024659775197506,middle2
95,4.0,-0.0028554110322147608,-0.26810434460639954,-0.010449488647282124,middle3
96,4.0,-0.013191265985369682,-0.2532504200935364,-0.014696081168949604,middle4
97,4.0,0.04814504086971283,-0.3216163218021393,-0.03583519533276558,ring1
98,4.0,0.03499124199151993,-0.2922741770744324,-0.011628254316747189,ring2
99,4.0,0.020506391301751137,-0.2706761658191681,-0.010779262520372868,ring3
100,4.0,0.01042466051876545,-0.2579011023044586,-0.013472862541675568,ring4
101,4.0,0.06724613159894943,-0.3174717128276825,-0.05071539431810379,little1
102,4.0,0.05630532279610634,-0.2966248691082001,-0.03031376376748085,little2
103,4.0,0.04913318157196045,-0.2826686203479767,-0.016025058925151825,little3
104,4.0,0.038731325417757034,-0.2734116017818451,-0.013597304932773113,little4
105,5.0,,,,elbow
106,5.0,0.051232751458883286,-0.37069010734558105,-0.07863929122686386,wrist
107,5.0,-0.020265890285372734,-0.3643825054168701,-0.06894201785326004,thumb1
108,5.0,-0.031974490731954575,-0.3369123041629791,-0.07338427007198334,thumb2
109,5.0,-0.032872479408979416,-0.3125942349433899,-0.07967023551464081,thumb3
110,5.0,0.009782146662473679,-0.3366401791572571,-0.02517859824001789,index1
111,5.0,-0.007262519560754299,-0.3020954430103302,-0.011438349261879921,index2
112,5.0,-0.019055601209402084,-0.283572793006897,-0.011786683462560177,index3
113,5.0,-0.02865915186703205,-0.2684476673603058,-0.015897350385785103,index4
114,5.0,0.03171827271580696,-0.3283464312553406,-0.0277787446975708,middle1
115,5.0,0.01033786591142416,-0.28937050700187683,-0.0073808468878269196,middle2
116,5.0,-0.0036018462851643562,-0.2671854496002197,-0.010821235366165638,middle3
117,5.0,-0.013569564558565617,-0.2526172399520874,-0.015001826919615269,middle4
118,5.0,0.05150608718395233,-0.3252180814743042,-0.03693922236561775,ring1
119,5.0,0.03377952054142952,-0.2913859486579895,-0.011630511842668056,ring2
120,5.0,0.01994694024324417,-0.27021151781082153,-0.011025865562260151,ring3
121,5.0,0.010218641720712185,-0.2576591968536377,-0.013738420791924,ring4
122,5.0,0.07059779018163681,-0.32089683413505554,-0.05261090025305748,little1
123,5.0,0.05554596707224846,-0.2964172959327698,-0.030492108315229416,little2
124,5.0,0.04892262816429138,-0.2827928364276886,-0.016123460605740547,little3
125,5.0,0.03847847133874893,-0.2735242545604706,-0.013939240016043186,little4
126,6.0,,,,elbow
127,6.0,0.046609822660684586,-0.3676115572452545,-0.08129564672708511,wrist
128,6.0,-0.022853491827845573,-0.36428651213645935,-0.0694093108177185,thumb1
129,6.0,-0.03267093375325203,-0.3364240229129791,-0.07439455389976501,thumb2
130,6.0,-0.033059511333703995,-0.31228503584861755,-0.08090825378894806,thumb3
131,6.0,0.010648926720023155,-0.3376924991607666,-0.02470487356185913,index1
132,6.0,-0.008126823231577873,-0.30127424001693726,-0.011867361143231392,index2
133,6.0,-0.01952540874481201,-0.283112108707428,-0.012055459432303905,index3
134,6.0,-0.02899937517940998,-0.26802292466163635,-0.016107138246297836,index4
135,6.0,0.03343120589852333,-0.3300500810146332,-0.02813873626291752,middle1
136,6.0,0.009407618083059788,-0.2885093092918396,-0.007589587941765785,middle2
137,6.0,-0.004038312938064337,-0.2666448652744293,-0.011022930964827538,middle3
138,6.0,-0.013808010146021843,-0.25225555896759033,-0.015201983973383904,middle4
139,6.0,0.0534910149872303,-0.3273548185825348,-0.03764389082789421,ring1
140,6.0,0.033070724457502365,-0.2908530831336975,-0.011624672450125217,ring2
141,6.0,0.019606852903962135,-0.26990753412246704,-0.01117666345089674,ring3
142,6.0,0.010099196806550026,-0.2575282156467438,-0.013872995041310787,ring4
143,6.0,0.07256027311086655,-0.3228823244571686,-0.05378231033682823,little1
144,6.0,0.05510072037577629,-0.2963113486766815,-0.03061378374695778,little2
145,6.0,0.048805054277181625,-0.28287115693092346,-0.01615751162171364,little3
146,6.0,0.038500264286994934,-0.2738167643547058,-0.014023336581885815,little4
147,7.0,,,,elbow
148,7.0,0.0443124957382679,-0.3659694194793701,-0.08260321617126465,wrist
149,7.0,-0.024135231971740723,-0.36421769857406616,-0.06964610517024994,thumb1
150,7.0,-0.03300853818655014,-0.3361680507659912,-0.07490267604589462,thumb2
151,7.0,-0.03310558199882507,-0.31213822960853577,-0.08156327903270721,thumb3
152,7.0,0.011072682216763496,-0.338242769241333,-0.024521881714463234,index1
153,7.0,-0.008542308583855629,-0.3008747398853302,-0.012066622264683247,index2
154,7.0,-0.019756630063056946,-0.28289082646369934,-0.012182522565126419,index3
155,7.0,-0.029164817184209824,-0.2678351402282715,-0.01620771363377571,index4
156,7.0,0.03430476784706116,-0.330898642539978,-0.02832961641252041,middle1
157,7.0,0.008937230333685875,-0.2880755662918091,-0.007709772791713476,middle2
158,7.0,-0.004252546466886997,-0.26637357473373413,-0.011132048442959785,middle3
159,7.0,-0.013947411440312862,-0.2520701587200165,-0.015331227332353592,middle4
160,7.0,0.054503586143255234,-0.32844048738479614,-0.038040079176425934,ring1
161,7.0,0.032737597823143005,-0.29062166810035706,-0.011611017398536205,ring2
162,7.0,0.019495900720357895,-0.2697482705116272,-0.011272170580923557,ring3
163,7.0,0.010035818442702293,-0.25746190547943115,-0.013940096832811832,ring4
164,7.0,0.07354584336280823,-0.3238968253135681,-0.05443777143955231,little1
165,7.0,0.054893024265766144,-0.29627713561058044,-0.03067803755402565,little2
166,7.0,0.04875614494085312,-0.2829226851463318,-0.016184892505407333,little3
167,7.0,0.03836185485124588,-0.27375730872154236,-0.014189920388162136,little4
168,8.0,,,,elbow
169,8.0,0.04363288730382919,-0.3652597963809967,-0.08292292058467865,wrist
170,8.0,-0.02449348010122776,-0.3641880452632904,-0.06974673271179199,thumb1
171,8.0,-0.033076442778110504,-0.3360738456249237,-0.07505358755588531,thumb2
172,8.0,-0.033065829426050186,-0.31211093068122864,-0.08179043978452682,thumb3
173,8.0,0.011168313212692738,-0.33846354484558105,-0.024491019546985626,index1
174,8.0,-0.008664634078741074,-0.30075687170028687,-0.012125950306653976,index2
175,8.0,-0.019841087982058525,-0.28282859921455383,-0.012206949293613434,index3
176,8.0,-0.02923346497118473,-0.26780474185943604,-0.016231074929237366,index4
177,8.0,0.03452004864811897,-0.3311655521392822,-0.028415776789188385,middle1
178,8.0,0.008785800077021122,-0.2879619896411896,-0.007753492798656225,middle2
179,8.0,-0.004311796743422747,-0.26629215478897095,-0.011163461022078991,middle3
180,8.0,-0.014014788903295994,-0.2520112693309784,-0.015391932800412178,middle4
181,8.0,0.054793696850538254,-0.3288188874721527,-0.038167838007211685,ring1
182,8.0,0.032638516277074814,-0.2905798852443695,-0.011597136966884136,ring2
183,8.0,0.019491510465741158,-0.2696784734725952,-0.01132974959909916,ring3
184,8.0,0.009995494969189167,-0.25744181871414185,-0.013967558741569519,ring4
185,8.0,0.0738401710987091,-0.3242100477218628,-0.05462723970413208,little1
186,8.0,0.05485588312149048,-0.29628634452819824,-0.030685678124427795,little2
187,8.0,0.048787448555231094,-0.28296783566474915,-0.016203729435801506,little3
188,8.0,0.03829270973801613,-0.27370014786720276,-0.014302787370979786,little4
189,9.0,,,,elbow
190,9.0,0.044000815600156784,-0.3651849925518036,-0.08262744545936584,wrist
191,9.0,-0.024255158379673958,-0.3641737401485443,-0.06972920149564743,thumb1
192,9.0,-0.033014144748449326,-0.3360964059829712,-0.07494337111711502,thumb2
193,9.0,-0.032984498888254166,-0.3121519684791565,-0.08171863853931427,thumb3
194,9.0,0.011094892397522926,-0.338393896818161,-0.024569153785705566,index1
195,9.0,-0.008594774641096592,-0.30082646012306213,-0.012085027061402798,index2
196,9.0,-0.019814740866422653,-0.2828558683395386,-0.012170941568911076,index3
197,9.0,-0.029234694316983223,-0.2678501605987549,-0.0162183977663517,index4
198,9.0,0.03436313569545746,-0.3310244381427765,-0.02839256450533867,middle1
199,9.0,0.008856279775500298,-0.28805011510849,-0.0077455006539821625,middle2
200,9.0,-0.0042683738283813,-0.26634401082992554,-0.011142747476696968,middle3
201,9.0,-0.014015492983162403,-0.2520349323749542,-0.015403798781335354,middle4
202,9.0,0.05462552234530449,-0.3286840319633484,-0.03812524303793907,ring1
203,9.0,0.03270459547638893,-0.29063597321510315,-0.011592738330364227,ring2
204,9.0,0.019546279683709145,-0.26967737078666687,-0.011352131143212318,ring3
205,9.0,0.009993414394557476,-0.25746026635169983,-0.013960185460746288,ring4
206,9.0,0.07365471869707108,-0.3240208625793457,-0.05450432375073433,little1
207,9.0,0.054919250309467316,-0.29629260301589966,-0.030650939792394638,little2
208,9.0,0.04884372651576996,-0.282990425825119,-0.016266291961073875,little3
209,9.0,0.03844886273145676,-0.2738971412181854,-0.014216815121471882,little4
210,10.0,,,,elbow
211,10.0,0.045003753155469894,-0.36556318402290344,-0.08197975158691406,wrist
212,10.0,-0.02364722453057766,-0.3641628623008728,-0.06966917961835861,thumb1
213,10.0,-0.032874684780836105,-0.3362283408641815,-0.0747225359082222,thumb2
214,10.0,-0.03291478380560875,-0.31223082542419434,-0.08142013847827911,thumb3
215,10.0,0.010886818170547485,-0.33815497159957886,-0.024707525968551636,index1
216,10.0,-0.008394086733460426,-0.3010155260562897,-0.011971713975071907,index2
217,10.0,-0.019711129367351532,-0.28296706080436707,-0.012114716693758965,index3
218,10.0,-0.029181284829974174,-0.26795756816864014,-0.016170436516404152,index4
219,10.0,0.03398238494992256,-0.33062538504600525,-0.028344983235001564,middle1
220,10.0,0.009079192765057087,-0.28826141357421875,-0.007702776230871677,middle2
221,10.0,-0.004163732286542654,-0.2664739191532135,-0.011092753149569035,middle3
222,10.0,-0.013958497904241085,-0.2521141767501831,-0.015360388904809952,middle4
223,10.0,0.05417841300368309,-0.3281831741333008,-0.03799944370985031,ring1
224,10.0,0.032893478870391846,-0.2907661497592926,-0.011579330079257488,ring2
225,10.0,0.019644271582365036,-0.269762247800827,-0.011332489550113678,ring3
226,10.0,0.010040827095508575,-0.25750985741615295,-0.013936828821897507,ring4
227,10.0,0.07320108264684677,-0.32353952527046204,-0.054298035800457,little1
228,10.0,0.05504202842712402,-0.2963237166404724,-0.030613232403993607,little2
229,10.0,0.048918288201093674,-0.2830055058002472,-0.01628936640918255,little3
230,10.0,0.03842103108763695,-0.2737702429294586,-0.014245697297155857,little4
231,11.0,,,,elbow
232,11.0,0.04646974802017212,-0.3662636876106262,-0.08105424791574478,wrist
233,11.0,-0.022849110886454582,-0.36415284872055054,-0.06952968239784241,thumb1
234,11.0,-0.03268558159470558,-0.3363956809043884,-0.07437655329704285,thumb2
235,11.0,-0.032838430255651474,-0.3123440444469452,-0.0809972807765007,thumb3
236,11.0,0.010579771362245083,-0.33780738711357117,-0.024838874116539955,index1
237,11.0,-0.008115783333778381,-0.3012737035751343,-0.011837169528007507,index2
238,11.0,-0.019563691690564156,-0.2831234037876129,-0.012004276737570763,index3
239,11.0,-0.02908334508538246,-0.2680697739124298,-0.016101235523819923,index4
240,11.0,0.03343655914068222,-0.33007580041885376,-0.028229130432009697,middle1
241,11.0,0.009389654733240604,-0.2885461747646332,-0.007646463345736265,middle2
242,11.0,-0.004002954810857773,-0.2666366398334503,-0.011040271259844303,middle3
243,11.0,-0.013855881057679653,-0.2522245943546295,-0.015296507626771927,middle4
244,11.0,0.053523093461990356,-0.32748302817344666,-0.037786949425935745,ring1
245,11.0,0.03311777487397194,-0.2908982038497925,-0.01158242579549551,ring2
246,11.0,0.01970898173749447,-0.2698729634284973,-0.011286299675703049,ring3
247,11.0,0.010076625272631645,-0.2575831711292267,-0.013908029533922672,ring4
248,11.0,0.07254485040903091,-0.3229042887687683,-0.05396999791264534,little1
249,11.0,0.05519767850637436,-0.29637962579727173,-0.030574392527341843,little2
250,11.0,0.048998426645994186,-0.2830115556716919,-0.016297362744808197,little3
251,11.0,0.03841716796159744,-0.2736789286136627,-0.01423629466444254,little4
252,12.0,,,,elbow
253,12.0,0.0481632836163044,-0.3671995997428894,-0.07998386770486832,wrist
254,12.0,-0.021840043365955353,-0.36419159173965454,-0.06937891989946365,thumb1
255,12.0,-0.03240600973367691,-0.33660855889320374,-0.07401446253061295,thumb2
256,12.0,-0.03279810771346092,-0.3124556243419647,-0.08046277612447739,thumb3
257,12.0,0.01025080680847168,-0.33739161491394043,-0.025000905618071556,index1
258,12.0,-0.0077798739075660706,-0.30158910155296326,-0.011689691804349422,index2
259,12.0,-0.019393781200051308,-0.2833179235458374,-0.011884600855410099,index3
260,12.0,-0.028976161032915115,-0.26822543144226074,-0.016006913036108017,index4
261,12.0,0.032831184566020966,-0.32945212721824646,-0.02806783653795719,middle1
262,12.0,0.009754124097526073,-0.28887465596199036,-0.007556230295449495,middle2
263,12.0,-0.003829219611361623,-0.2668541669845581,-0.010974754579365253,middle3
264,12.0,-0.01377870049327612,-0.2523510754108429,-0.01521629560738802,middle4
265,12.0,0.05281142145395279,-0.32670915126800537,-0.03747805953025818,ring1
266,12.0,0.033373553305864334,-0.29108595848083496,-0.011573774740099907,ring2
267,12.0,0.0197991244494915,-0.2699921727180481,-0.011228900402784348,ring3
268,12.0,0.010137133300304413,-0.25765278935432434,-0.013872070237994194,ring4
269,12.0,0.07179652899503708,-0.32214367389678955,-0.05344632267951965,little1
270,12.0,0.055386681109666824,-0.2964635193347931,-0.03052772767841816,little2
271,12.0,0.049040786921978,-0.2830126881599426,-0.016317397356033325,little3
272,12.0,0.03859707713127136,-0.2738579213619232,-0.014094404876232147,little4
273,13.0,,,,elbow
274,13.0,0.04998660087585449,-0.3682032525539398,-0.07888234406709671,wrist
275,13.0,-0.020855406299233437,-0.3642292320728302,-0.06919161230325699,thumb1
276,13.0,-0.032119594514369965,-0.3368277847766876,-0.07362191379070282,thumb2
277,13.0,-0.03271349146962166,-0.31256580352783203,-0.07994209975004196,thumb3
278,13.0,0.009939471259713173,-0.3369406759738922,-0.02513796091079712,index1
279,13.0,-0.00742509588599205,-0.3019261658191681,-0.011525881476700306,index2
280,13.0,-0.019188856706023216,-0.2835065722465515,-0.011763563379645348,index3
281,13.0,-0.02883993275463581,-0.2683843672275543,-0.015903808176517487,index4
282,13.0,0.03217242285609245,-0.32878682017326355,-0.02787530981004238,middle1
283,13.0,0.010140905156731606,-0.2892269790172577,-0.007468970026820898,middle2
284,13.0,-0.0036522706504911184,-0.26710042357444763,-0.01089565921574831,middle3
285,13.0,-0.013667239807546139,-0.25252076983451843,-0.01512893009930849,middle4
286,13.0,0.05203074961900711,-0.3258427083492279,-0.03717844560742378,ring1
287,13.0,0.03365578129887581,-0.29127296805381775,-0.011596069671213627,ring2
288,13.0,0.019894255325198174,-0.27011552453041077,-0.011186168529093266,ring3
289,13.0,0.010222402401268482,-0.2577318251132965,-0.013823684304952621,ring4
290,13.0,0.07100505381822586,-0.32134148478507996,-0.052921097725629807,little1
291,13.0,0.055565230548381805,-0.29652130603790283,-0.030520813539624214,little2
292,13.0,0.049103304743766785,-0.28302207589149475,-0.016350649297237396,little3
293,13.0,0.038581252098083496,-0.27370622754096985,-0.014105601236224174,little4
294,14.0,,,,elbow
295,14.0,0.051901958882808685,-0.3691807687282562,-0.07770299911499023,wrist
296,14.0,-0.01984444260597229,-0.36425867676734924,-0.06897854804992676,thumb1
297,14.0,-0.03185153007507324,-0.33701780438423157,-0.07320190966129303,thumb2
298,14.0,-0.03264126926660538,-0.3126990795135498,-0.07939934730529785,thumb3
299,14.0,0.00960206426680088,-0.3365068733692169,-0.025281885638833046,index1
300,14.0,-0.007061983924359083,-0.302278071641922,-0.011362745426595211,index2
301,14.0,-0.01897670328617096,-0.2837046682834625,-0.011678477749228477,index3
302,14.0,-0.028708530589938164,-0.2685432434082031,-0.01579614356160164,index4
303,14.0,0.031481772661209106,-0.3281152844429016,-0.027691097930073738,middle1
304,14.0,0.01053064689040184,-0.28957852721214294,-0.007383853662759066,middle2
305,14.0,-0.00348412967287004,-0.26732516288757324,-0.010808298364281654,middle3
306,14.0,-0.013553811237215996,-0.2526697814464569,-0.015043461695313454,middle4
307,14.0,0.05123329907655716,-0.32496407628059387,-0.03688116744160652,ring1
308,14.0,0.033939458429813385,-0.2914577126502991,-0.011608623899519444,ring2
309,14.0,0.01999646984040737,-0.2702335715293884,-0.011136436834931374,ring3
310,14.0,0.010313760489225388,-0.25779417157173157,-0.013753984123468399,ring4
311,14.0,0.07020775228738785,-0.3205336332321167,-0.05238690227270126,little1
312,14.0,0.055731046944856644,-0.29657885432243347,-0.030501576140522957,little2
313,14.0,0.04916137829422951,-0.28303050994873047,-0.01635952852666378,little3
314,14.0,0.03855910524725914,-0.2735978364944458,-0.014095260761678219,little4
315,15.0,,,,elbow
316,15.0,0.05380164459347725,-0.37011441588401794,-0.07658704370260239,wrist
317,15.0,-0.018839579075574875,-0.3642762303352356,-0.06876200437545776,thumb1
318,15.0,-0.03155778720974922,-0.33715951442718506,-0.07284314930438995,thumb2
319,15.0,-0.03259076923131943,-0.3128218948841095,-0.0788852646946907,thumb3
320,15.0,0.009223515167832375,-0.33610087633132935,-0.025447363033890724,index1
321,15.0,-0.006725572515279055,-0.30262741446495056,-0.011217917315661907,index2
322,15.0,-0.018773943185806274,-0.28388848900794983,-0.011591869406402111,index3
323,15.0,-0.02857901155948639,-0.2687065005302429,-0.015692995861172676,index4
324,15.0,0.030796753242611885,-0.3274553716182709,-0.02751770243048668,middle1
325,15.0,0.010916727595031261,-0.289948433637619,-0.0072900643572211266,middle2
326,15.0,-0.003323520999401808,-0.2675586938858032,-0.010721812956035137,middle3
327,15.0,-0.01344265602529049,-0.252829909324646,-0.014960822649300098,middle4
328,15.0,0.05044380947947502,-0.32410189509391785,-0.036563578993082047,ring1
329,15.0,0.03422660008072853,-0.2916674017906189,-0.011606220155954361,ring2
330,15.0,0.02013348788022995,-0.2703421115875244,-0.011078814044594765,ring3
331,15.0,0.010391579009592533,-0.25785350799560547,-0.01368560642004013,ring4
332,15.0,0.06943945586681366,-0.31975245475769043,-0.05186085402965546,little1
333,15.0,0.05590551719069481,-0.296649694442749,-0.030467767268419266,little2
334,15.0,0.04921460896730423,-0.28302526473999023,-0.016348151490092278,little3
335,15.0,0.03871150314807892,-0.2737519443035126,-0.013943946920335293,little4
336,16.0,,,,elbow
337,16.0,0.05558469891548157,-0.3710433840751648,-0.07553855329751968,wrist
338,16.0,-0.017814673483371735,-0.36434340476989746,-0.06856121867895126,thumb1
339,16.0,-0.031259991228580475,-0.33736124634742737,-0.07247006148099899,thumb2
340,16.0,-0.032490771263837814,-0.3129512369632721,-0.07840809226036072,thumb3
341,16.0,0.008861357346177101,-0.3357302248477936,-0.025629067793488503,index1
342,16.0,-0.006392486393451691,-0.3029690086841583,-0.011078334413468838,index2
343,16.0,-0.018590368330478668,-0.2840694189071655,-0.011501949280500412,index3
344,16.0,-0.028450459241867065,-0.2688716948032379,-0.015613499097526073,index4
345,16.0,0.030142899602651596,-0.326797217130661,-0.027375521138310432,middle1
346,16.0,0.011267799884080887,-0.2902953624725342,-0.007207287009805441,middle2
347,16.0,-0.003158093895763159,-0.26776307821273804,-0.010639111511409283,middle3
348,16.0,-0.01334625668823719,-0.25296086072921753,-0.01489460002630949,middle4
349,16.0,0.04968160390853882,-0.3232823610305786,-0.03629705309867859,ring1
350,16.0,0.034488774836063385,-0.2918936014175415,-0.01160423830151558,ring2
351,16.0,0.020258653908967972,-0.27045732736587524,-0.011017907410860062,ring3
352,16.0,0.010473770089447498,-0.25789904594421387,-0.013612492941319942,ring4
353,16.0,0.06870846450328827,-0.319008469581604,-0.051378700882196426,little1
354,16.0,0.05608772113919258,-0.29669317603111267,-0.030463693663477898,little2
355,16.0,0.04929272457957268,-0.2830120325088501,-0.01633458025753498,little3
356,16.0,0.038671430200338364,-0.27361151576042175,-0.013951827771961689,little4
357,17.0,,,,elbow
358,17.0,0.05731521174311638,-0.37190011143684387,-0.07455471158027649,wrist
359,17.0,-0.016880029812455177,-0.3643803000450134,-0.06838425248861313,thumb1
360,17.0,-0.030990540981292725,-0.33755621314048767,-0.07211893796920776,thumb2
361,17.0,-0.03243996575474739,-0.31307703256607056,-0.07796978205442429,thumb3
362,17.0,0.008524998091161251,-0.3354051113128662,-0.025797875598073006,index1
363,17.0,-0.006026097107678652,-0.30326414108276367,-0.011030983179807663,index2
364,17.0,-0.018432626500725746,-0.28423237800598145,-0.011421769857406616,index3
365,17.0,-0.028337884694337845,-0.26902899146080017,-0.015552453696727753,index4
366,17.0,0.029539810493588448,-0.32617324590682983,-0.027230439707636833,middle1
367,17.0,0.011595411226153374,-0.2906125783920288,-0.007136976346373558,middle2
368,17.0,-0.0030032009817659855,-0.26795774698257446,-0.010569235309958458,middle3
